service_id,date,exception_type
1111000_TR5,20200403,1
1111000_TR5,20200404,1
1111000_TR5,20200405,1
1111000_TR5,20200410,1
1111000_TR5,20200411,1
1111000_TR5,20200412,1
1111000_TR5,20200417,1
1111000_TR5,20200418,1
1111000_TR5,20200419,1
1111000_TR5,20200424,1
1111000_TR5,20200425,1
1111000_TR5,20200426,1
1111000_TR5,20200430,2
0000111_TR3,20191225,1
0000111_TR3,20191226,1
0000111_TR3,20200101,1
0000111_TR3,20200409,1
0000111_TR3,20200413,1
0000111_TR3,20200430,1
0000111_TR3,20200507,1
0000111_TR3,20200706,1
0000111_TR3,20200928,1
0000001_TR12,20191226,1
0000001_TR12,20200101,1
0000001_TR12,20200412,2
0000001_TR12,20200413,1
0000001_TR12,20200705,2
0000001_TR12,20200706,1
0000001_TR12,20200927,2
0000001_TR12,20200928,1
0000011_TR11,20191221,2
0000011_TR11,20191222,2
0000011_TR11,20191228,2
0000011_TR11,20191229,2
0000011_TR11,20200101,1
0000011_TR11,20200104,2
0000011_TR11,20200111,2
0000011_TR11,20200118,2
0000011_TR11,20200125,2
0000011_TR11,20200201,2
0000011_TR11,20200208,2
0000011_TR11,20200215,2
0000011_TR11,20200222,2
0000011_TR11,20200229,2
0000011_TR11,20200307,2
0000011_TR11,20200314,2
0000011_TR11,20200321,2
0000011_TR11,20200410,1
0000011_TR11,20200413,1
0000011_TR11,20200501,1
0000011_TR11,20200508,1
0000011_TR11,20200706,1
0000011_TR11,20200928,1
0000011_TR11,20201028,1
0000011_TR11,20201107,2
0000011_TR11,20201114,2
0000011_TR11,20201115,2
0000011_TR11,20201117,1
0000011_TR11,20201121,2
0000011_TR11,20201128,2
0000011_TR11,20201205,2
0000000_TR5,20191221,1
0000000_TR5,20191224,1
0000000_TR5,20191228,1
0000000_TR5,20200104,1
0000000_TR5,20200111,1
0000000_TR5,20200118,1
0000000_TR5,20200125,1
0000000_TR5,20200201,1
0000000_TR5,20200208,1
0000000_TR5,20200215,1
0000000_TR5,20200222,1
0000000_TR5,20200229,1
0000000_TR5,20200307,1
0000000_TR5,20200314,1
0000000_TR5,20200321,1
0000000_TR5,20201107,1
0000000_TR5,20201114,1
0000000_TR5,20201117,1
0000000_TR5,20201121,1
0000000_TR5,20201128,1
0000000_TR5,20201205,1
0000000_TR5,20201212,1
0000010_TR9,20200410,1
0000010_TR9,20200411,2
0000010_TR9,20200501,1
0000010_TR9,20200502,2
0000010_TR9,20200508,1
0000010_TR9,20200509,2
0000010_TR9,20201028,1
1111100_TR8,20191223,2
1111100_TR8,20191224,2
1111100_TR8,20191225,2
1111100_TR8,20191226,2
1111100_TR8,20191227,2
1111100_TR8,20191230,2
1111100_TR8,20200101,2
1111100_TR8,20200102,2
1111100_TR8,20200410,2
1111100_TR8,20200413,2
1111100_TR8,20200501,2
1111100_TR8,20200508,2
1111100_TR8,20200706,2
1111100_TR8,20200928,2
1111100_TR8,20201028,2
1111100_TR8,20201117,2
0000001_TR13,20200706,1
0000001_TR13,20200928,1
0000001_TR13,20201028,1
0000001_TR13,20201117,1
1111110_TR6,20200706,2
1111110_TR6,20200928,2
0000001_TR14,20200706,1
0000001_TR14,20200928,1
0000011_TR12,20200706,1
0000011_TR12,20200928,1
0000011_TR12,20201028,1
0000011_TR12,20201117,1
0000001_TR15,20200412,2
0000001_TR15,20200413,1
0000001_TR15,20200705,2
0000001_TR15,20200706,1
0000001_TR15,20200927,2
0000001_TR15,20200928,1
0000010_TR10,20200410,1
0000010_TR10,20200412,1
0000010_TR10,20200501,1
0000010_TR10,20200508,1
0000010_TR10,20200705,1
0000010_TR10,20200927,1
0000010_TR10,20201028,1
0000000_TR6,20191223,1
0000000_TR6,20191227,1
0000000_TR6,20191230,1
0000000_TR6,20191231,1
0000000_TR6,20200102,1
0000000_TR6,20200103,1
0000000_TR6,20200701,1
0000000_TR6,20200702,1
0000000_TR6,20200703,1
0000000_TR6,20200707,1
0000000_TR6,20200708,1
0000000_TR6,20200709,1
0000000_TR6,20200710,1
0000000_TR6,20200713,1
0000000_TR6,20200714,1
0000000_TR6,20200715,1
0000000_TR6,20200716,1
0000000_TR6,20200717,1
0000000_TR6,20200720,1
0000000_TR6,20200721,1
0000000_TR6,20200722,1
0000000_TR6,20200723,1
0000000_TR6,20200724,1
0000000_TR6,20200727,1
0000000_TR6,20200728,1
0000000_TR6,20200729,1
0000000_TR6,20200730,1
0000000_TR6,20200731,1
0000000_TR6,20200803,1
0000000_TR6,20200804,1
0000000_TR6,20200805,1
0000000_TR6,20200806,1
0000000_TR6,20200807,1
0000000_TR6,20200810,1
0000000_TR6,20200811,1
0000000_TR6,20200812,1
0000000_TR6,20200813,1
0000000_TR6,20200814,1
0000000_TR6,20200817,1
0000000_TR6,20200818,1
0000000_TR6,20200819,1
0000000_TR6,20200820,1
0000000_TR6,20200821,1
0000000_TR6,20200824,1
0000000_TR6,20200825,1
0000000_TR6,20200826,1
0000000_TR6,20200827,1
0000000_TR6,20200828,1
0000000_TR6,20200831,1
1111111_TR15,20191223,2
1111111_TR15,20191227,2
1111111_TR15,20191230,2
1111111_TR15,20191231,2
1111111_TR15,20200102,2
1111111_TR15,20200103,2
1111111_TR15,20200701,2
1111111_TR15,20200702,2
1111111_TR15,20200703,2
1111111_TR15,20200707,2
1111111_TR15,20200708,2
1111111_TR15,20200709,2
1111111_TR15,20200710,2
1111111_TR15,20200713,2
1111111_TR15,20200714,2
1111111_TR15,20200715,2
1111111_TR15,20200716,2
1111111_TR15,20200717,2
1111111_TR15,20200720,2
1111111_TR15,20200721,2
1111111_TR15,20200722,2
1111111_TR15,20200723,2
1111111_TR15,20200724,2
1111111_TR15,20200727,2
1111111_TR15,20200728,2
1111111_TR15,20200729,2
1111111_TR15,20200730,2
1111111_TR15,20200731,2
1111111_TR15,20200803,2
1111111_TR15,20200804,2
1111111_TR15,20200805,2
1111111_TR15,20200806,2
1111111_TR15,20200807,2
1111111_TR15,20200810,2
1111111_TR15,20200811,2
1111111_TR15,20200812,2
1111111_TR15,20200813,2
1111111_TR15,20200814,2
1111111_TR15,20200817,2
1111111_TR15,20200818,2
1111111_TR15,20200819,2
1111111_TR15,20200820,2
1111111_TR15,20200821,2
1111111_TR15,20200824,2
1111111_TR15,20200825,2
1111111_TR15,20200826,2
1111111_TR15,20200827,2
1111111_TR15,20200828,2
1111111_TR15,20200831,2
1111100_TR9,20191223,2
1111100_TR9,20191224,2
1111100_TR9,20191225,2
1111100_TR9,20191226,2
1111100_TR9,20191227,2
1111100_TR9,20191230,2
1111100_TR9,20191231,2
1111100_TR9,20200101,2
1111100_TR9,20200102,2
1111100_TR9,20200103,2
1111100_TR9,20200410,2
1111100_TR9,20200413,2
1111100_TR9,20200501,2
1111100_TR9,20200508,2
1111100_TR9,20200701,2
1111100_TR9,20200702,2
1111100_TR9,20200703,2
1111100_TR9,20200706,2
1111100_TR9,20200707,2
1111100_TR9,20200708,2
1111100_TR9,20200709,2
1111100_TR9,20200710,2
1111100_TR9,20200713,2
1111100_TR9,20200714,2
1111100_TR9,20200715,2
1111100_TR9,20200716,2
1111100_TR9,20200717,2
1111100_TR9,20200720,2
1111100_TR9,20200721,2
1111100_TR9,20200722,2
1111100_TR9,20200723,2
1111100_TR9,20200724,2
1111100_TR9,20200727,2
1111100_TR9,20200728,2
1111100_TR9,20200729,2
1111100_TR9,20200730,2
1111100_TR9,20200731,2
1111100_TR9,20200803,2
1111100_TR9,20200804,2
1111100_TR9,20200805,2
1111100_TR9,20200806,2
1111100_TR9,20200807,2
1111100_TR9,20200810,2
1111100_TR9,20200811,2
1111100_TR9,20200812,2
1111100_TR9,20200813,2
1111100_TR9,20200814,2
1111100_TR9,20200817,2
1111100_TR9,20200818,2
1111100_TR9,20200819,2
1111100_TR9,20200820,2
1111100_TR9,20200821,2
1111100_TR9,20200824,2
1111100_TR9,20200825,2
1111100_TR9,20200826,2
1111100_TR9,20200827,2
1111100_TR9,20200828,2
1111100_TR9,20200831,2
1111100_TR9,20200928,2
1111100_TR9,20201028,2
1111100_TR9,20201117,2
0000011_TR13,20191223,1
0000011_TR13,20191225,1
0000011_TR13,20191226,1
0000011_TR13,20191227,1
0000011_TR13,20191230,1
0000011_TR13,20200101,1
0000011_TR13,20200102,1
0000011_TR13,20200103,1
0000011_TR13,20200410,1
0000011_TR13,20200413,1
0000011_TR13,20200501,1
0000011_TR13,20200508,1
0000011_TR13,20200701,1
0000011_TR13,20200702,1
0000011_TR13,20200703,1
0000011_TR13,20200706,1
0000011_TR13,20200707,1
0000011_TR13,20200708,1
0000011_TR13,20200709,1
0000011_TR13,20200710,1
0000011_TR13,20200713,1
0000011_TR13,20200714,1
0000011_TR13,20200715,1
0000011_TR13,20200716,1
0000011_TR13,20200717,1
0000011_TR13,20200720,1
0000011_TR13,20200721,1
0000011_TR13,20200722,1
0000011_TR13,20200723,1
0000011_TR13,20200724,1
0000011_TR13,20200727,1
0000011_TR13,20200728,1
0000011_TR13,20200729,1
0000011_TR13,20200730,1
0000011_TR13,20200731,1
0000011_TR13,20200803,1
0000011_TR13,20200804,1
0000011_TR13,20200805,1
0000011_TR13,20200806,1
0000011_TR13,20200807,1
0000011_TR13,20200810,1
0000011_TR13,20200811,1
0000011_TR13,20200812,1
0000011_TR13,20200813,1
0000011_TR13,20200814,1
0000011_TR13,20200817,1
0000011_TR13,20200818,1
0000011_TR13,20200819,1
0000011_TR13,20200820,1
0000011_TR13,20200821,1
0000011_TR13,20200824,1
0000011_TR13,20200825,1
0000011_TR13,20200826,1
0000011_TR13,20200827,1
0000011_TR13,20200828,1
0000011_TR13,20200831,1
0000011_TR13,20200928,1
0000011_TR13,20201028,1
0000011_TR13,20201117,1
1111111_TR16,20200620,2
1111111_TR16,20200621,2
1111111_TR17,20191224,2
1111111_TR17,20191231,2
0000011_TR14,20191224,1
0000011_TR14,20191225,1
0000011_TR14,20191226,1
0000011_TR14,20200101,1
0000011_TR14,20200201,2
0000011_TR14,20200202,2
0000011_TR14,20200208,2
0000011_TR14,20200209,2
0000011_TR14,20200215,2
0000011_TR14,20200216,2
0000011_TR14,20200222,2
0000011_TR14,20200223,2
0000011_TR14,20200229,2
0000011_TR14,20200301,2
0000011_TR14,20200410,1
0000011_TR14,20200413,1
0000011_TR14,20200501,1
0000011_TR14,20200508,1
0000011_TR14,20200620,2
0000011_TR14,20200621,2
0000011_TR14,20200706,1
0000011_TR14,20200928,1
0000011_TR14,20201028,1
0000011_TR14,20201117,1
1111111_TR18,20200201,2
1111111_TR18,20200202,2
1111111_TR18,20200208,2
1111111_TR18,20200209,2
1111111_TR18,20200215,2
1111111_TR18,20200216,2
1111111_TR18,20200222,2
1111111_TR18,20200223,2
1111111_TR18,20200229,2
1111111_TR18,20200301,2
1111111_TR18,20200620,2
1111111_TR18,20200621,2
1111111_TR19,20191224,2
0000001_TR16,20191223,1
0000001_TR16,20191225,1
0000001_TR16,20191226,1
0000001_TR16,20191227,1
0000001_TR16,20191230,1
0000001_TR16,20191231,1
0000001_TR16,20200101,1
0000001_TR16,20200102,1
0000001_TR16,20200103,1
0000001_TR16,20200411,1
0000001_TR16,20200413,1
0000001_TR16,20200502,1
0000001_TR16,20200509,1
0000001_TR16,20200701,1
0000001_TR16,20200702,1
0000001_TR16,20200703,1
0000001_TR16,20200706,1
0000001_TR16,20200707,1
0000001_TR16,20200708,1
0000001_TR16,20200709,1
0000001_TR16,20200710,1
0000001_TR16,20200713,1
0000001_TR16,20200714,1
0000001_TR16,20200715,1
0000001_TR16,20200716,1
0000001_TR16,20200717,1
0000001_TR16,20200720,1
0000001_TR16,20200721,1
0000001_TR16,20200722,1
0000001_TR16,20200723,1
0000001_TR16,20200724,1
0000001_TR16,20200727,1
0000001_TR16,20200728,1
0000001_TR16,20200729,1
0000001_TR16,20200730,1
0000001_TR16,20200731,1
0000001_TR16,20200803,1
0000001_TR16,20200804,1
0000001_TR16,20200805,1
0000001_TR16,20200806,1
0000001_TR16,20200807,1
0000001_TR16,20200810,1
0000001_TR16,20200811,1
0000001_TR16,20200812,1
0000001_TR16,20200813,1
0000001_TR16,20200814,1
0000001_TR16,20200817,1
0000001_TR16,20200818,1
0000001_TR16,20200819,1
0000001_TR16,20200820,1
0000001_TR16,20200821,1
0000001_TR16,20200824,1
0000001_TR16,20200825,1
0000001_TR16,20200826,1
0000001_TR16,20200827,1
0000001_TR16,20200828,1
0000001_TR16,20200831,1
0000001_TR16,20200928,1
0000001_TR16,20201028,1
0000001_TR16,20201117,1
0000001_TR17,20191222,2
0000001_TR17,20191223,1
0000001_TR17,20191227,1
0000001_TR17,20191229,2
0000001_TR17,20191230,1
0000001_TR17,20191231,1
0000001_TR17,20200101,1
0000001_TR17,20200102,1
0000001_TR17,20200103,1
0000001_TR17,20200412,2
0000001_TR17,20200413,1
0000001_TR17,20200701,1
0000001_TR17,20200702,1
0000001_TR17,20200703,1
0000001_TR17,20200705,2
0000001_TR17,20200706,1
0000001_TR17,20200707,1
0000001_TR17,20200708,1
0000001_TR17,20200709,1
0000001_TR17,20200710,1
0000001_TR17,20200713,1
0000001_TR17,20200714,1
0000001_TR17,20200715,1
0000001_TR17,20200716,1
0000001_TR17,20200717,1
0000001_TR17,20200720,1
0000001_TR17,20200721,1
0000001_TR17,20200722,1
0000001_TR17,20200723,1
0000001_TR17,20200724,1
0000001_TR17,20200727,1
0000001_TR17,20200728,1
0000001_TR17,20200729,1
0000001_TR17,20200730,1
0000001_TR17,20200731,1
0000001_TR17,20200803,1
0000001_TR17,20200804,1
0000001_TR17,20200805,1
0000001_TR17,20200806,1
0000001_TR17,20200807,1
0000001_TR17,20200810,1
0000001_TR17,20200811,1
0000001_TR17,20200812,1
0000001_TR17,20200813,1
0000001_TR17,20200814,1
0000001_TR17,20200817,1
0000001_TR17,20200818,1
0000001_TR17,20200819,1
0000001_TR17,20200820,1
0000001_TR17,20200821,1
0000001_TR17,20200824,1
0000001_TR17,20200825,1
0000001_TR17,20200826,1
0000001_TR17,20200827,1
0000001_TR17,20200828,1
0000001_TR17,20200831,1
0000001_TR17,20200927,2
0000001_TR17,20200928,1
0000001_TR17,20201028,1
0000001_TR17,20201115,2
0000001_TR17,20201117,1
0000001_TR18,20191223,1
0000001_TR18,20191226,1
0000001_TR18,20191227,1
0000001_TR18,20191230,1
0000001_TR18,20200101,1
0000001_TR18,20200102,1
0000001_TR18,20200103,1
0000001_TR18,20200412,2
0000001_TR18,20200413,1
0000001_TR18,20200701,1
0000001_TR18,20200702,1
0000001_TR18,20200703,1
0000001_TR18,20200705,2
0000001_TR18,20200706,1
0000001_TR18,20200707,1
0000001_TR18,20200708,1
0000001_TR18,20200709,1
0000001_TR18,20200710,1
0000001_TR18,20200713,1
0000001_TR18,20200714,1
0000001_TR18,20200715,1
0000001_TR18,20200716,1
0000001_TR18,20200717,1
0000001_TR18,20200720,1
0000001_TR18,20200721,1
0000001_TR18,20200722,1
0000001_TR18,20200723,1
0000001_TR18,20200724,1
0000001_TR18,20200727,1
0000001_TR18,20200728,1
0000001_TR18,20200729,1
0000001_TR18,20200730,1
0000001_TR18,20200731,1
0000001_TR18,20200803,1
0000001_TR18,20200804,1
0000001_TR18,20200805,1
0000001_TR18,20200806,1
0000001_TR18,20200807,1
0000001_TR18,20200810,1
0000001_TR18,20200811,1
0000001_TR18,20200812,1
0000001_TR18,20200813,1
0000001_TR18,20200814,1
0000001_TR18,20200817,1
0000001_TR18,20200818,1
0000001_TR18,20200819,1
0000001_TR18,20200820,1
0000001_TR18,20200821,1
0000001_TR18,20200824,1
0000001_TR18,20200825,1
0000001_TR18,20200826,1
0000001_TR18,20200827,1
0000001_TR18,20200828,1
0000001_TR18,20200831,1
0000001_TR18,20200927,2
0000001_TR18,20200928,1
0000001_TR18,20201028,1
0000001_TR18,20201117,1
0000010_TR11,20191224,1
0000010_TR11,20191225,1
0000010_TR11,20191231,1
0000010_TR11,20200410,1
0000010_TR11,20200412,1
0000010_TR11,20200501,1
0000010_TR11,20200508,1
0000010_TR11,20200705,1
0000010_TR11,20200927,1
0000010_TR12,20191225,1
0000010_TR12,20200410,1
0000010_TR12,20200412,1
0000010_TR12,20200501,1
0000010_TR12,20200508,1
0000010_TR12,20200705,1
0000010_TR12,20200927,1
1111101_TR5,20191224,2
1111101_TR5,20191231,2
1111101_TR5,20200410,2
1111101_TR5,20200411,1
1111101_TR5,20200501,2
1111101_TR5,20200502,1
1111101_TR5,20200508,2
1111101_TR5,20200509,1
1111101_TR5,20201028,2
1111101_TR5,20201117,2
0000010_TR13,20191224,1
0000010_TR13,20200410,1
0000010_TR13,20200411,2
0000010_TR13,20200501,1
0000010_TR13,20200502,2
0000010_TR13,20200508,1
0000010_TR13,20200509,2
0000010_TR14,20191222,1
0000010_TR14,20191224,1
0000010_TR14,20191225,1
0000010_TR14,20191226,1
0000010_TR14,20191229,1
0000010_TR14,20200410,1
0000010_TR14,20200412,1
0000010_TR14,20200501,1
0000010_TR14,20200508,1
0000010_TR14,20200705,1
0000010_TR14,20200927,1
0000010_TR14,20201115,1
1111110_TR7,20191226,2
1111110_TR7,20200101,2
1111110_TR7,20200412,1
1111110_TR7,20200413,2
1111110_TR7,20200705,1
1111110_TR7,20200706,2
1111110_TR7,20200927,1
1111110_TR7,20200928,2
1111110_TR7,20201028,2
1111110_TR7,20201117,2
0000011_TR15,20191224,1
0000011_TR15,20191226,1
0000011_TR15,20200101,1
0000011_TR15,20200410,1
0000011_TR15,20200413,1
0000011_TR15,20200501,1
0000011_TR15,20200508,1
0000011_TR15,20200706,1
0000011_TR15,20200928,1
0000011_TR15,20201028,1
0000011_TR15,20201117,1
1111110_TR8,20191224,2
1111110_TR8,20191226,2
1111110_TR8,20191231,2
1111110_TR8,20200101,2
1111110_TR8,20200412,1
1111110_TR8,20200413,2
1111110_TR8,20200705,1
1111110_TR8,20200706,2
1111110_TR8,20200927,1
1111110_TR8,20200928,2
1111110_TR8,20201028,2
1111110_TR8,20201117,2
1111111_TR20,20191225,2
1111111_TR20,20191227,2
1111111_TR20,20191230,2
1111111_TR20,20191231,2
1111111_TR20,20200101,2
1111100_TR10,20191224,2
1111100_TR10,20191225,2
1111100_TR10,20191226,2
1111100_TR10,20191227,2
1111100_TR10,20191230,2
1111100_TR10,20191231,2
1111100_TR10,20200101,2
1111100_TR10,20200410,2
1111100_TR10,20200413,2
1111100_TR10,20200501,2
1111100_TR10,20200508,2
1111100_TR10,20200706,2
1111100_TR10,20200928,2
1111100_TR10,20201028,2
1111100_TR10,20201117,2
0000001_TR19,20191225,1
0000001_TR19,20191226,1
0000001_TR19,20200101,1
0000001_TR19,20200411,1
0000001_TR19,20200413,1
0000001_TR19,20200502,1
0000001_TR19,20200509,1
0000001_TR19,20200614,2
0000001_TR19,20200706,1
0000001_TR19,20200928,1
0000011_TR16,20191223,1
0000011_TR16,20191224,1
0000011_TR16,20191225,1
0000011_TR16,20191226,1
0000011_TR16,20191227,1
0000011_TR16,20191230,1
0000011_TR16,20191231,1
0000011_TR16,20200101,1
0000011_TR16,20200102,1
0000011_TR16,20200103,1
0000011_TR16,20200410,1
0000011_TR16,20200413,1
0000011_TR16,20200501,1
0000011_TR16,20200508,1
0000011_TR16,20200706,1
0000011_TR16,20200928,1
0000011_TR16,20201028,1
0000011_TR16,20201117,1
1111100_TR11,20191223,2
1111100_TR11,20191224,2
1111100_TR11,20191225,2
1111100_TR11,20191226,2
1111100_TR11,20191227,2
1111100_TR11,20191230,2
1111100_TR11,20191231,2
1111100_TR11,20200101,2
1111100_TR11,20200102,2
1111100_TR11,20200103,2
1111100_TR11,20200410,2
1111100_TR11,20200413,2
1111100_TR11,20200501,2
1111100_TR11,20200508,2
1111100_TR11,20200706,2
1111100_TR11,20200928,2
1111100_TR11,20201028,2
1111100_TR11,20201117,2
0000001_TR20,20200411,1
0000001_TR20,20200413,1
0000001_TR20,20200502,1
0000001_TR20,20200509,1
0000001_TR20,20200706,1
0000001_TR20,20200928,1
1111110_TR9,20200411,2
1111110_TR9,20200413,2
1111110_TR9,20200502,2
1111110_TR9,20200509,2
1111110_TR9,20200706,2
1111110_TR9,20200928,2
0000010_TR15,20191223,1
0000010_TR15,20191224,1
0000010_TR15,20191225,1
0000010_TR15,20191227,1
0000010_TR15,20191230,1
0000010_TR15,20191231,1
0000010_TR15,20200102,1
0000010_TR15,20200103,1
0000010_TR15,20200410,1
0000010_TR15,20200412,1
0000010_TR15,20200501,1
0000010_TR15,20200508,1
0000010_TR15,20200701,1
0000010_TR15,20200702,1
0000010_TR15,20200703,1
0000010_TR15,20200705,1
0000010_TR15,20200707,1
0000010_TR15,20200708,1
0000010_TR15,20200709,1
0000010_TR15,20200710,1
0000010_TR15,20200713,1
0000010_TR15,20200714,1
0000010_TR15,20200715,1
0000010_TR15,20200716,1
0000010_TR15,20200717,1
0000010_TR15,20200720,1
0000010_TR15,20200721,1
0000010_TR15,20200722,1
0000010_TR15,20200723,1
0000010_TR15,20200724,1
0000010_TR15,20200727,1
0000010_TR15,20200728,1
0000010_TR15,20200729,1
0000010_TR15,20200730,1
0000010_TR15,20200731,1
0000010_TR15,20200803,1
0000010_TR15,20200804,1
0000010_TR15,20200805,1
0000010_TR15,20200806,1
0000010_TR15,20200807,1
0000010_TR15,20200810,1
0000010_TR15,20200811,1
0000010_TR15,20200812,1
0000010_TR15,20200813,1
0000010_TR15,20200814,1
0000010_TR15,20200817,1
0000010_TR15,20200818,1
0000010_TR15,20200819,1
0000010_TR15,20200820,1
0000010_TR15,20200821,1
0000010_TR15,20200824,1
0000010_TR15,20200825,1
0000010_TR15,20200826,1
0000010_TR15,20200827,1
0000010_TR15,20200828,1
0000010_TR15,20200831,1
0000010_TR15,20200927,1
0000010_TR16,20191224,1
0000010_TR16,20191225,1
0000010_TR16,20200410,1
0000010_TR16,20200412,1
0000010_TR16,20200501,1
0000010_TR16,20200508,1
0000010_TR16,20200705,1
0000010_TR16,20200927,1
0000010_TR17,20200410,1
0000010_TR17,20200412,1
0000010_TR17,20200501,1
0000010_TR17,20200508,1
0000010_TR17,20200705,1
0000010_TR17,20200927,1
1111101_TR6,20191224,2
1111101_TR6,20191225,2
1111101_TR6,20200410,2
1111101_TR6,20200412,2
1111101_TR6,20200501,2
1111101_TR6,20200508,2
1111101_TR6,20200705,2
1111101_TR6,20200927,2
1111111_TR21,20191225,2
0000100_TR2,20191223,1
0000100_TR2,20200409,1
0000100_TR2,20200410,2
0000100_TR2,20200430,1
0000100_TR2,20200501,2
0000100_TR2,20200507,1
0000100_TR2,20200508,2
0000100_TR2,20201027,1
0000100_TR2,20201116,1
0000100_TR3,20191223,1
0000100_TR3,20191231,1
0000100_TR3,20200409,1
0000100_TR3,20200410,2
0000100_TR3,20200430,1
0000100_TR3,20200501,2
0000100_TR3,20200507,1
0000100_TR3,20200508,2
0000100_TR3,20201027,1
0000100_TR3,20201116,1
0000011_TR17,20191224,1
0000011_TR17,20191225,1
0000011_TR17,20191226,1
0000011_TR17,20191231,1
0000011_TR17,20200101,1
0000011_TR17,20200410,1
0000011_TR17,20200413,1
0000011_TR17,20200501,1
0000011_TR17,20200508,1
0000011_TR17,20200706,1
0000011_TR17,20200928,1
0000011_TR17,20201028,1
0000011_TR17,20201117,1
1111100_TR12,20200410,2
1111100_TR12,20200413,2
1111100_TR12,20200501,2
1111100_TR12,20200508,2
1111100_TR12,20200706,2
1111100_TR12,20200928,2
1111100_TR12,20201028,2
1111100_TR12,20201117,2
1111011_TR1,20191223,2
1111011_TR1,20191224,2
1111011_TR1,20191231,2
1111011_TR1,20200409,2
1111011_TR1,20200410,1
1111011_TR1,20200430,2
1111011_TR1,20200501,1
1111011_TR1,20200507,2
1111011_TR1,20200508,1
1111011_TR1,20201027,2
1111011_TR1,20201116,2
1111100_TR13,20200701,2
1111100_TR13,20200702,2
1111100_TR13,20200703,2
1111100_TR13,20200706,2
1111100_TR13,20200707,2
1111100_TR13,20200708,2
1111100_TR13,20200709,2
1111100_TR13,20200710,2
1111100_TR13,20200713,2
1111100_TR13,20200714,2
1111100_TR13,20200715,2
1111100_TR13,20200716,2
1111100_TR13,20200717,2
1111100_TR13,20200720,2
1111100_TR13,20200721,2
1111100_TR13,20200722,2
1111100_TR13,20200723,2
1111100_TR13,20200724,2
1111100_TR13,20200727,2
1111100_TR13,20200728,2
1111100_TR13,20200729,2
1111100_TR13,20200730,2
1111100_TR13,20200731,2
1111100_TR13,20200803,2
1111100_TR13,20200804,2
1111100_TR13,20200805,2
1111100_TR13,20200806,2
1111100_TR13,20200807,2
1111100_TR13,20200810,2
1111100_TR13,20200811,2
1111100_TR13,20200812,2
1111100_TR13,20200813,2
1111100_TR13,20200814,2
1111100_TR13,20200817,2
1111100_TR13,20200818,2
1111100_TR13,20200819,2
1111100_TR13,20200820,2
1111100_TR13,20200821,2
1111100_TR13,20200824,2
1111100_TR13,20200825,2
1111100_TR13,20200826,2
1111100_TR13,20200827,2
1111100_TR13,20200828,2
1111100_TR13,20200831,2
1111100_TR13,20200928,2
1111100_TR13,20201028,2
1111100_TR13,20201117,2
0000010_TR18,20200705,1
0000010_TR18,20200927,1
1111101_TR7,20200705,2
1111101_TR7,20200927,2
1111111_TR22,20191221,2
1111111_TR22,20191222,2
1111111_TR22,20191224,2
1111111_TR22,20191225,2
1111111_TR22,20191226,2
1111111_TR22,20191228,2
1111111_TR22,20191229,2
1111111_TR22,20200101,2
1111111_TR22,20200104,2
1111111_TR22,20200105,2
1111111_TR22,20200111,2
1111111_TR22,20200112,2
1111111_TR22,20200118,2
1111111_TR22,20200119,2
1111111_TR22,20200125,2
1111111_TR22,20200126,2
1111111_TR22,20200201,2
1111111_TR22,20200202,2
1111111_TR22,20200208,2
1111111_TR22,20200209,2
1111111_TR22,20200215,2
1111111_TR22,20200216,2
1111111_TR22,20200222,2
1111111_TR22,20200223,2
1111111_TR22,20200229,2
1111111_TR22,20200301,2
1111111_TR22,20200307,2
1111111_TR22,20200308,2
1111111_TR22,20200314,2
1111111_TR22,20200315,2
1111111_TR22,20200321,2
1111111_TR22,20200322,2
1111111_TR22,20201107,2
1111111_TR22,20201108,2
1111111_TR22,20201114,2
1111111_TR22,20201115,2
1111111_TR22,20201117,2
1111111_TR22,20201121,2
1111111_TR22,20201122,2
1111111_TR22,20201128,2
1111111_TR22,20201129,2
1111111_TR22,20201205,2
1111111_TR22,20201206,2
0000011_TR18,20191228,2
0000011_TR18,20191229,2
0000011_TR18,20200410,1
0000011_TR18,20200413,1
0000011_TR18,20200501,1
0000011_TR18,20200508,1
0000011_TR18,20200706,1
0000011_TR18,20200928,1
0000011_TR18,20201028,1
0000011_TR18,20201117,1
0111111_TR1,20191223,1
0111111_TR1,20191230,1
0111111_TR1,20200102,2
0111111_TR1,20200413,1
0111111_TR1,20200414,2
0111111_TR1,20200706,1
0111111_TR1,20200707,2
0111111_TR1,20200928,1
0111111_TR1,20200929,2
0111111_TR1,20201029,2
0111111_TR1,20201118,2
0000011_TR19,20191225,1
0000011_TR19,20191226,1
0000011_TR19,20191231,1
0000011_TR19,20200101,1
0000011_TR19,20200410,1
0000011_TR19,20200413,1
0000011_TR19,20200501,1
0000011_TR19,20200508,1
0000011_TR19,20200706,1
0000011_TR19,20200928,1
0000011_TR19,20201028,1
0000011_TR19,20201117,1
1111101_TR8,20200410,2
1111101_TR8,20200412,2
1111101_TR8,20200501,2
1111101_TR8,20200508,2
1111101_TR8,20200705,2
1111101_TR8,20200927,2
0000011_TR20,20191226,1
0000011_TR20,20200101,1
0000011_TR20,20200410,1
0000011_TR20,20200413,1
0000011_TR20,20200501,1
0000011_TR20,20200508,1
0000011_TR20,20200706,1
0000011_TR20,20200928,1
0000011_TR20,20201028,1
0000011_TR20,20201117,1
